target	date	time	rank	keyword
02	2020-01-27	23:46:00	2	코비 브라이언트	https://search.daum.net/search?w=tot&q=코비 브라이언트
02	2020-01-27	23:46:00	3	김연자	https://search.daum.net/search?w=tot&q=김연자
02	2020-01-27	23:46:00	4	마이진	https://search.daum.net/search?w=tot&q=마이진
02	2020-01-27	23:46:00	5	안혜상	https://search.daum.net/search?w=tot&q=안혜상
02	2020-01-27	23:46:00	6	가디언즈 오브 갤럭시 2	https://search.daum.net/search?w=tot&q=가디언즈 오브 갤럭시 2
02	2020-01-27	23:46:00	7	양준혁	https://search.daum.net/search?w=tot&q=양준혁
02	2020-01-27	23:46:00	8	조수진 변호사	https://search.daum.net/search?w=tot&q=조수진 변호사
02	2020-01-27	23:46:00	9	가요무대	https://search.daum.net/search?w=tot&q=가요무대
02	2020-01-27	23:46:58	0	길	https://search.daum.net/search?w=tot&q=길
02	2020-01-27	23:46:58	1	원종건	https://search.daum.net/search?w=tot&q=원종건
02	2020-01-27	23:46:58	2	코비 브라이언트	https://search.daum.net/search?w=tot&q=코비 브라이언트
02	2020-01-27	23:46:58	3	가디언즈 오브 갤럭시 2	https://search.daum.net/search?w=tot&q=가디언즈 오브 갤럭시 2
02	2020-01-27	23:46:58	4	마이진	https://search.daum.net/search?w=tot&q=마이진
02	2020-01-27	23:46:58	5	양준혁	https://search.daum.net/search?w=tot&q=양준혁
02	2020-01-27	23:46:58	6	조수진 변호사	https://search.daum.net/search?w=tot&q=조수진 변호사
02	2020-01-27	23:46:58	7	안혜상	https://search.daum.net/search?w=tot&q=안혜상
02	2020-01-27	23:46:58	8	김연자	https://search.daum.net/search?w=tot&q=김연자
02	2020-01-27	23:46:58	9	가요무대	https://search.daum.net/search?w=tot&q=가요무대
02	2020-01-27	23:48:09	0	길	https://search.daum.net/search?w=tot&q=길
02	2020-01-27	23:48:09	1	원종건	https://search.daum.net/search?w=tot&q=원종건
02	2020-01-27	23:48:09	2	코비 브라이언트	https://search.daum.net/search?w=tot&q=코비 브라이언트
02	2020-01-27	23:48:09	3	가디언즈 오브 갤럭시 2	https://search.daum.net/search?w=tot&q=가디언즈 오브 갤럭시 2
02	2020-01-27	23:48:09	4	마이진	https://search.daum.net/search?w=tot&q=마이진
02	2020-01-27	23:48:09	5	양준혁	https://search.daum.net/search?w=tot&q=양준혁
02	2020-01-27	23:48:09	6	안혜상	https://search.daum.net/search?w=tot&q=안혜상
02	2020-01-27	23:48:09	7	김연자	https://search.daum.net/search?w=tot&q=김연자
